"Central Air"|"Fabulous, Fully Furnished Downtown Cityplace Penthouse Condo! High Ceilings, Beautiful Lake Views! 24Hr Concierge Equipped With Hi-Speed Internet With Fiber Optic. Walking Distance To Ttc, Rogers Centre , Cn Tower & All Other Urban Conveniences. Building Amenities Include: Outdoor Pool And Tanning Deck, Bbq Areas, Gym, Sauna, Theatre, Billiards, Party Lounge, Meeting Rooms And Cabanas."|"8 Telegram Mews"|Ph2111|1|1|1|None||Y|Y||Y||N/A|W|0|Ontario|"Spadina/ Fort York"|N|243|Y|||"All Existing: Fridge, Stove, Built-In Microwave With Hood Fan, Built-In Dishwasher, Stacked Washer & Dryer, Granite Counter Tops, Netflix Included In Lieu Of Cable. *Short Term Lease Available*"|N|Gas|0.0|None||Y|"Forced Air"||Y|Y||||||||||None|Nil|2900.00||C3423583|1|"November 2016"|2900.00||||None|None|||0|Open|Restrict|N|"RE/MAX CITY ACCORD REALTY INC., BROKERAGE"||Living|||Dining|||Kitchen|||Master|||Study||||||||||||||4|1|Lease||600-699|Telegram||8|Mews|A|18|Apartment||||No|10|N|Y|4||||1|||||0-5|M6V3Z5||C.|"Condo Apt"|Concrete|Other|"Public Transit"||"Combined W/Dining"|||"Combined W/Living"|||"Open Concept"||||||"Open Concept"|"Combined W/Living"||||||||||||||||Y|120|18|T|"Brookfield Property Management"|Y|Y|Ensuite|Y|N||Main||||||||N||||||||||||||||||||Flat||||||Concierge|"Games Room"|"Guest Suites"|Gym|"Outdoor Pool"|"Rooftop Deck/Garden"|Unknown|||||||||"2016-10-24 11:36:36.0"|01|01.C01|01.C01.1001|"Toronto C01"|Toronto|Toronto|"Waterfront Communities C1"|"2016-02-25 12:43:43.0"||||||||||
"Central Air"|"Live At Picasso On Richmond.The Building Is A Standout Condo With Its Lively Red & White Cube Exterior, The Design Resembling A Work Of Art. Among Other Significant Icons In Downtown Toronto Will Create A Unique Living Environment. Kensington Market, Chinatown, St. Lawrence & Financial District, Harbour Front, And The City's Best Sports & Entertainment.Open Concept Kitchen With Granite Counters And Stainless Steel Appliances. 10' Ceilings."|"310 Richmond St W"|Ph4006|2|3||None||N|Y||N|N|0|Sw|0|Ontario|"Richmond And John"|N|200||Y||"Full 7 Year Tarion Warranty! Enjoy Fitness Room! Pool And Sports Lounge! Party Room! Outdoor Hot Tub! 2 Parking, 1 Locker And 2 Balcony!"|N|Gas|2.0|Undergrnd||N|"Forced Air"||N|Y|Main|Main|Main|Main|Main|Main|Main|Main||None||1180000.00|640.41|C3460545|1|12/12/2016|1180000.00||||Owned|Undergrnd|Pa|Pb|2|Encl|Restrict|Y|"REAL ONE REALTY INC., BROKERAGE"|7.16|Kitchen|3.81||Living|||Dining|||Breakfast||3.50|Master|3.13|4.23|"2nd Br"|3.05|3.62|"3rd Br"|3.05||Laundry|||||5||Sale||1200-1399|Richmond|W|310|St|A|39|Apartment|0.00||||06|N|Y|5|4|||1|1|||2016|New|M5V0B4||C.|"Condo Apt"|Concrete|Metal/Side|Hospital|Lake/Pond|"Granite Counter"|"Stainless Steel Appl"|"Centre Island"|"W/O To Balcony"|"Side Door"|Window|"Above Grade Window"|"Sw View"||"Combined W/Kitchen"|"Ceramic Floor"||"W/O To Balcony"|"4 Pc Ensuite"|"Double Sink"|Closet|Window||Closet|Window||||||||||Y|120|18|S|"Brookfield Property Management Inc."|||||||Main|Owned|Pa|Pb|Park|"Public Transit"|"Rec Centre"|School|||||||||||||||||||||||||||Concierge|"Exercise Room"|"Games Room"|"Guest Suites"|Gym|"Party/Meeting Room"|Unknown|||||||||"2016-10-24 10:54:22.0"|01|01.C01|01.C01.0900|"Toronto C01"|Toronto|Toronto|"Bay Street Corridor"|"2016-04-08 21:04:39.0"||||||||||
"Central Air"|"This Unit Is Rented For $4,000.00 Plus Utilities Until June 2017, Tenants Must Be Assumed, Offer Should Be Conditional Upon Viewing. See Attached Floorplan, Absolutely Amazing Unobstructed 'Panoramic' South & Lake Views, Festival Tower Atop Bell Lighthouse, 9 Ft Ceiling *Kitchen With Center Island, Granite C/T, Designer B/S, Track Lighting & Upgraded Lacquer Cabinets"|"80 John St"|3401|2|2||None||N|Y||Y|N|TSCC|S|2155|Ontario|"King West+John St"|N|182|Y|Y||"Miele Appliances-S/S Fridge,Stove,B/I Dishwasher,Double Wall Oven. Washer/Dryer. All Window Coverings, All Electric Light Fixtures, One Parking(P2-16) & Locker(P-2, Room 6, Locker 207)"|N|Gas|1.0|Undergrnd||Y|"Forced Air"||N|Y|Flat|Flat|Flat|Flat|Flat|||||Exclusive|104|928800.00|1051.53|C3476192|1|Tba|899900.00||||Owned|Undergrnd|16||1|Open|Restrict|Y|"WESTWOOD REALTY PLUS INC., BROKERAGE"|6.30|Living|4.28|6.30|Dining|4.28|4.25|Kitchen|2.33|4.69|Master|3.10|4.40|"2nd Br"|3.32|||||||||||||5||Sale||1000-1199|John||80|St|A|30|Apartment|6022.00||||3401|N|Y|5|3|||1|1|||2015|0-5|M5V3X4|Residential|C.|"Condo Apt"|Concrete||"Arts Centre"|"Clear View"|"Hardwood Floor"|"Combined W/Dining"|"South View"|"Hardwood Floor"|"Combined W/Living"|"W/O To Balcony"|"Hardwood Floor"|"Open Concept"||"Hardwood Floor"|"5 Pc Ensuite"|"W/I Closet"|"Hardwood Floor"|"South View"|"Double Closet"|||||||||||||||Y|120|18|S|"Del Property Management 416-979-9504"|||||N||Main||"Level B Unit 16"||Hospital|Park|"Place Of Worship"|"Public Transit"|||||||||||||||||||||Flat|Flat|||||Concierge|"Exercise Room"|"Guest Suites"|Gym|"Indoor Pool"|"Media Room"|Unknown|||||||||"2016-10-24 16:44:03.0"|01|01.C01|01.C01.1001|"Toronto C01"|Toronto|Toronto|"Waterfront Communities C1"|"2016-09-22 15:11:01.0"||||||||||
"Central Air"|"Luxury In The Sky. This Stunning Penthouse Offers The Best Of The Best ... Style, Space And Sophistication. 3956 Sf Of Sheer Elegance Within, Combined With Over 1700 Sf Of Outdoor Beauty Makes This Suite One Of Yorkville's Finest. An Entertainer's Dream House. 12 Foot Ceilings Right When You Walk In. F-To-C Windows Throughout. Skylights. Bang & Olufsen Audio System. Formal Dining. In Suite Gym. Wine Cellar. Office. 3 Br. 5 Bth ...This Place Has It All."|"77 Avenue Rd"|"Ph 6"|5|3||None||Y|Y||Y|N|MTCP|Se|985|Ontario|Avenue/Yorkville|Y|162||Y||"Ss Appls, Sub Zero Fridges, Bang & Olufsen Equip (Tvs, Speakers, Remotes), All Elfs, Audio Room Equip, Cvac & Equip, B/I Bbq, Mirrors & More.  Excl: Dr Chandelier.  See Fs For Full List + ***4 Parking Spots & 3 Lockers Legal Description.**"|Y|Electric|4.0|Undergrnd||Y|"Forced Air"||Y|Y|Flat|Flat|Flat|Flat|Flat|Flat|Flat|Flat|Flat|Owned|147*|5199000.00|4298.12|C3495796|1|Flexible|5199000.00||||Owned|Undergrnd|82*|83*|4|Terr|Restrict|Y|"HARVEY KALLES REAL ESTATE LTD., BROKERAGE"|7.01|Foyer|1.98|4.88|Kitchen|2.59|4.06|Breakfast|2.59|5.73|Family|4.06|6.10|Exercise|2.64|6.40|Dining|3.66|9.46|Living|7.18|4.89|Office|3.96|8.15|Master|4.53|10|3|Sale||3750-3999|Avenue||77|Rd|A|6|Apartment|14013.29|http://www.houssmax.ca/vtournb/h9458364|||4|N|Y|2|3|4|5|1|2|1|1|2015||M5R3R8||C.|"Condo Apt"|Concrete||||"Hardwood Floor"|"W/I Closet"|"2 Pc Bath"|Renovated|"Stainless Steel Appl"|"Granite Counter"|"Slate Flooring"|"Crown Moulding"|"Combined W/Family"|"Slate Flooring"|"O/Looks Dining"|"W/O To Patio"|"Mirrored Walls"|"3 Pc Bath"|"W/O To Patio"|"Hardwood Floor"|"Formal Rm"|"W/I Closet"|"Hardwood Floor"|"Crown Moulding"|"Floor/Ceil Fireplace"|"Hardwood Floor"|"B/I Desk"|"B/I Bookcase"|"Hardwood Floor"|"His/Hers Closets"|"5 Pc Ensuite"|||Y|115|19|Q|"Brookfield Residential Services Ltd."|||||Y||Main|Owned|"Level A"|"Level A"||||||"Hardwood Floor"|"W/I Closet"|"3 Pc Ensuite"|5.79|"2nd Br"|3.42|"Hardwood Floor"|"Double Closet"|"4 Pc Ensuite"|4.72|"3rd Br"|3.86|"North View"|"East View"|"South View"|19.18|Other|18.08||Flat|Flat|Flat|Flat|||"Bbqs Allowed"|Concierge|"Party/Meeting Room"|"Visitor Parking"|||Unknown||||||Flat|Flat|Flat|"2016-10-25 11:21:58.0"|01|01.C02|01.C02.0860|"Toronto C02"|Toronto|Toronto|Annex|"2016-05-16 09:37:21.0"||||||||||
"Central Air"|"High Demand Location. Very Clean Large One Bedroom Model With Bright Natural Light. Easy Access To Public Transit. Direct Underground Access To Subway. Plenty Of Gourmet Restaurants Nearby. Shopping Malls, Movie Theatre, Tim Hortons, Shoppers Drug Mart, Goodlife Fitness Etc Etc Within Walking Distance. Laminate Floor Throughout Except Ceramic Tile In Kitchen And Washroom. Pot Lights Throughout In Living/Dining And Master Bedroom."|"4968 Yonge St"|802|1|1||None||N|Y||Y|N|TSCC|W|1741|Ontario|"N Of Sheppard, W Side Of Yonge"|N|127||Y||"Fridge, Hood, Microwave, Stove, Dishwasher, Washer, Dryer, All Window Coverings, All Elfs.  One Underground Parking Spot Included."|N|Gas|1.0|Undergrnd||N|"Forced Air"||N|Y|Flat|Flat|Flat|Flat||||||None||319900.00|410.49|C3530206|1|Flexible|329900.00||||Owned|Undergrnd|||1|Open|Restrict|Y|"RIGHT AT HOME REALTY INC., BROKERAGE"|17.94|Living|10.00|17.94|Dining|10.00|8.54|Kitchen|7.51|13.60|Master|8.98||||||||||||||||4||Sale||500-599|Yonge||4968|St|A|7|Apartment|1960.72||||2|N|Y|4||||1||||2016||M2N5N7||C.|"Condo Apt"|Concrete||"Arts Centre"|Golf|"W/O To Balcony"|Laminate|"Pot Lights"|"Combined W/Living"|Laminate|"Pot Lights"|"Breakfast Bar"|"Ceramic Floor"|"B/I Range"|Laminate|"Pot Lights"|"Large Window"||||||||||||||||||Y|103|20|D|"Del Property Management Inc."|||||||Main||||Library|"Public Transit"|School||||||||||||||||||||||||||||Concierge|"Exercise Room"|"Indoor Pool"|"Recreation Room"|Sauna|"Visitor Parking"|Unknown|||||||||"2016-10-24 10:32:45.0"|01|01.C07|01.C07.0600|"Toronto C07"|Toronto|Toronto|Lansing-Westgate|"2016-06-21 22:18:47.0"||||||||||
"Central Air"|"This Spectacular 2 Bedroom 2 Bathroom Is Located On The 25th Floor Facing South East And West. Stunning View Of The Lake And Cn Tower. Don't Miss This Opportunity To Live And Enjoy All The Luxuriousness Of This Building With All The Amenities. Steps To The Lake, Exhibition Place, And In The Heart Of Downtown. Show & Sell!"|"600 Fleet St"|2505|2|2||None||N|N||Y|N|MTCC|Se|1989|Ontario|Bathrust/Lakeshore|N|125||Y||"Stove, Fridge, Dishwasher, Washer, Dryer, Microwave, All Elfs, Broadloom Where Laid, Laminate Floors, Granite Countertops."|N|Gas|1.0|Undergrnd||Y|"Forced Air"||N|Y|Flat|Flat|Flat|Flat|Flat|||||Owned||489900.00|540.33|C3532488|1|"60 Days Or Tba"|489900.00||||Owned|Undergrnd|||1|Open|Restrict|Y|"ROYAL LEPAGE URBAN REALTY, BROKERAGE"|6.15|Living|6.40|6.15|Dining|6.40|3.05|Kitchen|2.10|3.50|Master|3.60|3.00|"2nd Br"|3.10|||||||||||||5||Sale||700-799|Fleet||600|St|A|25|Apartment|2500.00||||05|N|Y|4|3|||1|1|||2015|0-5|M5V1B7||C.|"Condo Apt"|Concrete||||"Combined W/Dining"|Laminate|"Open Concept"|"Combined W/Living"|Laminate|"Open Concept"|Laminate|"Granite Counter"|"Modern Kitchen"|Closet|"4 Pc Ensuite"|Broadloom|Closet|Broadloom|"W/O To Balcony"|||||||||||||||Y|120|17|T|"Samira Property Management"|||||||||||||||||||||||||||||||||||||||||||||||Unknown|||||||||"2016-10-25 09:32:35.0"|01|01.C01|01.C01.0990|"Toronto C01"|Toronto|Toronto|Niagara|"2016-06-22 09:20:21.0"||||||||||
"Central Air"|"*Prime Spadina N/St Clair! *The Heathview By Morguard! *Just Completed! *Outstanding Complex+Recreational Facilities! *Condo Style Living In The Heart Of Forest Hill Village Just Mins To Subway,Ttc,Shopping,Restaurants+All Amenities! *Spectacular 1+1Br 1Bth East Facing Suite W/Hi Ceilings! *Abundance Of Floor To Ceiling Windows+Light W/Panoramic Views! *Fab Flow For Entertaining! *Approx 639' Of Luxury! *Move Right In+Enjoy!"|"310 Tweedsmuir Ave"|1905|1|1|1|None||N|Y||Y||N/A|E|0|Ontario|"Spadina N/St Clair"|N|125||||"Stainless Steel Fridge+Stove+B/I Dw+Micro,Stacked Washer+Dryer,Elf,Window Covers,Laminate,Quartz,Bike Storage,Optional Parking $150/Mo,24Hrs Concierge++"|N|Gas|1.0|Undergrnd||Y|"Forced Air"||N|Y|Flat|Flat|Flat|Flat|Flat|||||None||1960.00||C3532928|1|Immed/Tba|1960.00|||150.00|Rental|Undergrnd|||1|None|Restrict|N|"FOREST HILL REAL ESTATE INC., BROKERAGE"|5.31|Living|3.18|5.31|Dining|3.18|2.66|Kitchen|2.17|2.05|Den|1.71|3.36|Master|3.02|||||||||||||5||Lease||600-699|Tweedsmuir||310|Ave|A|19|Apartment|||||5|N|Y|4||||1|||||New|M5P2Y2||O.|Other|Brick||||Laminate|"Combined W/Dining"|"Open Concept"|Laminate|"Combined W/Living"|"Open Concept"|Laminate|"Stainless Steel Appl"|"Breakfast Bar"|Laminate|"Separate Rm"||Laminate|"Mirrored Closet"|"4 Pc Bath"|||||||||||||||Y|115|18|N|Morguard|N|N|Ensuite|N|||||||||||||||||||||||||||||||||||||Concierge|"Exercise Room"|"Guest Suites"|"Indoor Pool"|"Party/Meeting Room"|"Visitor Parking"|Unknown|||||||||"2016-10-24 10:09:21.0"|01|01.C03|01.C03.0740|"Toronto C03"|Toronto|Toronto|"Forest Hill South"|"2016-06-22 12:28:20.0"||||||||||
"Central Air"|"*Prime Spadina N/St Clair! *The Heathview By Morguard! *Just Completed! *Outstanding Complex+Recreational Facilities! *Condo Style Living In The Heart Of Forest Hill Village Just Mins To Subway,Ttc,Shopping,Restaurants+All Amenities! *Spectacular 1+1Br 1Bth East Facing Suite W/Hi Ceilings! *Abundance Of Floor To Ceiling Windows+Light W/Panoramic Views! *Fab Flow For Entertaining! *Approx 781' Of Luxury! *Move Right In+Enjoy!"|"310 Tweedsmuir Ave"|2204|1|1|1|None||N|Y||Y||N/A|E|0|Ontario|"Spadina N/St Clair"|N|118||||"B/I Fridge+Oven+Cooktop+Dw,Micro,Stacked Washer+Dryer,Elf,Window Covers,Laminate,Quartz,Bike Storage,Optional Parking $150/Mo,24Hrs Concierge++"|N|Gas|1.0|Undergrnd||Y|"Forced Air"||N|Y|Flat|Flat|Flat|Flat|Flat|||||None||2380.00||C3539397|1|Immed/Tba|2380.00|||150.00|Rental|Undergrnd|||1|None|Restrict|N|"FOREST HILL REAL ESTATE INC., BROKERAGE"|5.55|Living|3.11|5.55|Dining|3.11|2.81|Kitchen|2.44|2.41|Den|2.14|3.91|Master|3.11|||||||||||||5||Lease||700-799|Tweedsmuir||310|Ave|A|22|Apartment|||||4|N|Y|4||||1|||||New|M5P2Y2||O.|Other|Brick||||Laminate|"Combined W/Dining"|"Open Concept"|Laminate|"Combined W/Living"|"Open Concept"|Laminate|"B/I Appliances"|"Breakfast Bar"|Laminate|"Combined W/Kitchen"|"Open Concept"|Laminate|"Mirrored Closet"|"4 Pc Bath"|||||||||||||||Y|115|18|N|Morguard|N|N|Ensuite|N|||||||||||||||||||||||||||||||||||||Concierge|"Exercise Room"|"Guest Suites"|"Indoor Pool"|"Party/Meeting Room"|"Visitor Parking"|Unknown|||||||||"2016-10-24 10:10:58.0"|01|01.C03|01.C03.0740|"Toronto C03"|Toronto|Toronto|"Forest Hill South"|"2016-06-29 15:56:22.0"||||||||||
"Central Air"|"Sophistication And Elegance At The Luxurious Residences At The Ritz Carlton.  Enjoy All The Amenities Of A Luxury Hotel At Your Door.  Rarely Found 3 Bedroom + Den, Approx 3,200 Sq.Ft With A Gourmet Kitchen And Direct Elevator Access.  24Hr Concierge And Valet Parking. With Easy Access To Shops At King And Bay And Access To Path"|"183 Wellington St W"|4404|3|3|1|None||N|Y||Y|N|TSCC|Sw|2165|Ontario|Wellington/University|Y|113||Y||"All Electric Light Fixtures, Top Of The Line Appliances. Unit Number 4404 Means Triple Scholarship And Learning Energy.  This Suite Has Been Feng Shui Certified."|Y|Gas|1.0|Undergrnd||Y|"Forced Air"||N|Y|Flat|Flat|Flat|Flat|Flat|Flat||||Owned|5117|3995000.00|3850.00|C3541748|1|30-60Days|3995000.00||||Owned|Undergrnd|P533||1|None|Restrict|Y|"SOTHEBY`S INTERNATIONAL REALTY CANADA, BROKERAGE"|5.00|Kitchen|4.01|5.97|Dining|4.29|5.97|Living|4.75|5.31|Master|4.50|5.49|"2nd Br"|4.52|4.70|"3rd Br"|3.63||||||||||7||Sale||3250-3499|Wellington|W|183|St|A|25|Apartment|21656.35||||04|N|Y|6|4|2||1|1|1||2015|0-5|M5V0A1||C.|"Condo Apt"|Concrete||||"B/I Appliances"|"Eat-In Kitchen"||"Hardwood Floor"|"Open Concept"||"Hardwood Floor"|Fireplace|"Sw View"|"5 Pc Ensuite"|"W/I Closet"||"Semi Ensuite"|||"Semi Ensuite"|"W/I Closet"|||||||||||||Y|120|18|T|"Ritz Carlton Property Management"|||||||||||||||||||||||||||||||||||||||||Concierge|"Guest Suites"|Gym|"Indoor Pool"|"Visitor Parking"||Unknown|||||||||"2016-10-25 09:59:43.0"|01|01.C01|01.C01.1001|"Toronto C01"|Toronto|Toronto|"Waterfront Communities C1"|"2016-07-04 09:53:52.0"||||||||||
"Central Air"|"*Prime Spadina N/St Clair! *The Heathview By Morguard! *Just Completed! *Outstanding Complex+Recreational Facilities! *Condo Style Living In The Heart Of Forest Hill Village Just Mins To Subway,Ttc,Shopping,Restaurants+All Amenities! *Spectacular 1+1Br 1Bth East Facing Suite W/Hi Ceilings! *Abundance Of Floor To Ceiling Windows+Light W/Panoramic Views! *Fab Flow For Entertaining! *Approx 691' Of Luxury! *Move Right In+Enjoy!"|"310 Tweedsmuir Ave"|706|1|1|1|None||N|Y||Y||N/A|E|0|Ontario|"Spadina N/St Clair"|N|113||||"Stainless Steel Fridge+Stove+B/I Dw+Micro,Stacked Washer+Dryer,Elf,Window Covers,Laminate,Quartz,Bike Storage,Optional Parking $150/Mo,24Hrs Concierge++"|N|Gas|1.0|Undergrnd||Y|"Forced Air"||N|Y|Flat|Flat|Flat|Flat|Flat|||||None||2050.00||C3542975|1|Immed/Tba|2050.00|||150.00|Rental|Undergrnd|||1|None|Restrict|N|"FOREST HILL REAL ESTATE INC., BROKERAGE"|5.37|Living|3.05|5.37|Dining|3.05|2.66|Kitchen|2.21|2.21|Den|1.99|3.97|Master|2.99|||||||||||||5||Lease||600-699|Tweedsmuir||310|Ave|A|7|Apartment|||||6|N|Y|4||||1|||||New|M5P2Y2||O.|Other|Brick||||Laminate|"Combined W/Dining"|"Open Concept"|Laminate|"Combined W/Living"|"Open Concept"|Laminate|"Stainless Steel Appl"|"Breakfast Bar"|Laminate|"Separate Rm"||Laminate|"Mirrored Closet"|"4 Pc Bath"|||||||||||||||Y|115|18|N|Morguard|N|N|Ensuite|N|||||||||||||||||||||||||||||||||||||Concierge|"Exercise Room"|"Guest Suites"|"Indoor Pool"|"Party/Meeting Room"|"Visitor Parking"|Unknown|||||||||"2016-10-24 10:21:03.0"|01|01.C03|01.C03.0740|"Toronto C03"|Toronto|Toronto|"Forest Hill South"|"2016-07-05 09:11:56.0"||||||||||
